"","x"
"149",16.03360405
"150",2.73951266
"151",4.973046104
"152",10.28430068
"153",2.581692044
"154",6.035737465
"155",9.004964377
"156",12.02106494
"157",5.049303717
"158",18.17247008
"159",16.0708543
"160",7.873371451
"161",23.62866494
"162",25.8634566
"163",9.405224809
"164",16.59325254
"165",2.861423443
"166",4.98152586
"167",23.12150846
"168",12.73622643
"169",2.243757398
"170",1.583394702
"171",14.23487852
"172",15.28108311
"173",4.135827839
"174",9.740709475
"175",1.213704886
"176",11.86252419
"177",2.416685985
"178",10.57197066
"179",3.379756569
"180",8.959047529
"181",23.79323993
"182",11.45675389
"183",7.425503428
"184",2.411712843
"185",2.009542213
"186",1.926789854
"187",11.77389421
"188",9.517703088
"189",9.532523799
"190",23.103996
"191",5.104873611
"192",6.877942744
"193",1.586331702
"194",3.778174405
"195",11.58276897
"196",11.62258922
"197",20.78013031
"198",3.940297464
"199",11.38099891
"200",1.473304337
"201",12.75609778
"202",6.253919786
"203",18.9537053
"204",9.640061615
"205",5.201330266
"206",14.86764776
"207",5.548652108
"208",18.35541838
"209",7.62779591
"210",11.16903388
"211",14.14101821
"212",3.212400569
"213",3.834727471
"214",6.198230305
"215",4.030250374
"216",9.915959247
"217",9.821728297
"218",9.183905417
"219",8.892893007
"220",3.115945151
"221",13.67931764
"222",14.6728104
"223",5.953547112
"224",11.74635394
"225",5.954024226
"226",22.8577804
"227",1.407866545
"228",21.08265979
"229",9.734064703
"230",12.21754865
"231",13.66061487
"232",8.701581043
"233",4.844060027
"234",6.485034974
"235",1.14113241
"236",13.73012915
"237",5.690013293
"238",6.68894661
"239",9.475983046
"240",4.893221514
"241",2.656915117
"242",8.381515693
"243",14.53315436
"244",13.62832619
"245",1.281566108
"246",3.365552603
"247",5.397827503
"248",10.9750814
"249",7.825845378
"250",14.12966281
"251",14.66914461
"252",2.810825808
"253",2.485229169
"254",2.051069457
"255",6.10108047
"256",10.16660427
"257",12.29558653
"258",24.8868126
"259",9.660361769
"260",5.25445262
"261",13.59137366
"262",12.3492819
"263",22.33583015
"264",1.541545443
"265",2.527681829
"266",7.065506244
"267",4.258552081
"268",5.204853319
"269",32.0730133
"270",16.8000196
"271",17.6210362
"272",17.18829795
"273",17.52138221
"274",3.310281145
"275",2.993625911
"276",16.26037537
"277",3.045064701
"278",15.35762157
"279",7.138784756
"280",4.221959275
"281",10.90397471
"282",1.665591776
"283",8.611218573
"284",1.28507969
"285",1.379696124
"286",3.084376591
"287",2.43754565
"288",32.30772134
"289",19.244458
"290",3.778575882
"291",11.32083915
"292",5.254442453
"293",5.2551003
"294",6.417132666
"295",18.61278731
"296",4.924623699
"297",6.325942162
"298",17.22220989
"299",3.238699239
"300",6.437878909
"301",7.484425045
"302",7.218752772
"303",11.69875604
"304",10.03363969
"305",16.52138638
"306",13.83290937
"307",5.02568958
"308",2.644787483
"309",2.522962069
"310",3.508974199
"311",10.96319721
"312",5.505247606
"313",14.16961729
"314",3.364993591
"315",17.06899012
"316",10.8600084
"317",16.48065356
"318",10.85041661
"319",4.85576672
"320",1.715329149
"321",21.71097206
"322",3.470685398
"323",1.914386255
"324",9.16272705
"325",7.457173484
"326",4.991605214
"327",10.5903229
"328",11.92300936
"329",9.461939857
"330",13.99579075
"331",13.44056701
"332",3.179043613
"333",17.24908083
"334",20.04140358
"335",1.092219692
"336",14.68600159
"337",4.135515169
"338",9.086633107
"339",9.493585403
"340",5.372758028
"341",13.82188875
"342",2.598489694
"343",12.9401487
"344",4.957713222
"345",28.79864005
"346",7.176411327
"347",5.709925704
"348",3.956375328
"349",2.206152519
"350",2.640977982
"351",1.634394387
"352",2.012075635
"353",10.06913982
"354",12.75071284
"355",8.573785357
"356",16.88097916
"357",16.92163398
"358",11.91663193
"359",5.100566529
"360",5.658327457
"361",2.649525158
"362",18.76976086
"363",13.04542381
"364",1.534192133
"365",9.039309605
"366",10.15330548
"367",13.65776694
"368",5.165404738
"369",13.17859958
"370",1.557206083
"371",7.226076469
"372",20.91720893
"373",7.228526307
"374",20.43854626
"375",2.915827364
"376",9.709171662
"377",1.939549257
"378",1.502124145
"379",15.60605339
"380",1.781895205
"381",2.447649309
"382",8.650238791
"383",8.878536605
"384",6.811759674
"385",5.207179461
"386",10.6312597
"387",1.815836226
"388",8.932053699
"389",7.349620762
"390",14.71424943
"391",7.073151031
"392",8.054118994
"393",7.793733508
"394",10.40161068
"395",11.40192641
"396",7.604093453
"397",12.85397739
"398",1.410971237
"399",8.874920206
"400",6.013261132
"401",9.306233406
"402",4.902104964
"403",1.894776657
"404",2.685677496
"405",5.511437756
"406",16.58244758
"407",14.17620441
"408",10.81527088
"409",6.956508263
"410",8.274610767
"411",6.786723844
"412",10.19243185
"413",3.998433243
"414",5.884557067
"415",1.084656113
"416",2.140387928
"417",7.931439645
"418",9.232644617
"419",3.137169138
"420",3.113737885
"421",11.41238102
"422",3.775528995
"423",2.843930975
"424",13.70230727
"425",4.768869377
"426",14.57312339
"427",17.28022598
"428",2.437089876
"429",5.822867455
"430",14.46037646
"431",1.504124801
"432",7.737353244
"433",10.03212915
"434",2.62036784
"435",3.795086086
"436",3.149071183
"437",5.770302149
"438",9.14991493
"439",1.445148407
"440",6.143856241
"441",5.981775914
"442",2.08299524
"443",7.110141173
"444",15.37394197
"445",3.905351198
"446",19.17821675
"447",12.36979696
"448",3.769989038
"449",9.126959742
"450",2.684151079
"451",4.676474348
"452",4.065555679
"453",19.95372925
"454",14.02310297
"455",4.483251529
"456",6.357562637
"457",6.90648504
"458",11.80191083
"459",20.75499393
"460",10.57261422
"461",28.38835566
"462",7.243986575
"463",1.876407503
"464",7.29973843
"465",5.991017375
"466",16.67574291
"467",10.28281832
"468",19.21689293
"469",11.34954445
"470",14.86270396
"471",16.53708435
"472",3.7013893
"473",7.279044337
"474",13.80323806
"475",3.525858481
"476",5.506476096
"477",6.999864982
"478",19.50833872
"479",8.886453729
"480",17.80378998
"481",7.847288476
"482",9.428767036
"483",5.78988794
"484",23.02862012
"485",2.72317525
"486",18.92157073
"487",11.90088632
"488",28.93788212
"489",10.85959186
"490",1.338441957
"491",10.56061324
"492",9.84141211
"493",16.66441267
"494",12.84120976
"495",5.759265746
"496",7.979145258
"497",13.57977305
"498",10.49916723
"499",5.567028377
"500",11.84987964
"501",5.759571228
"502",16.75922789
"503",9.472450618
"504",2.904448825
"505",10.35063785
"506",14.71592037
"507",9.758067608
"508",9.820011726
"509",8.458573247
"510",8.508626757
"511",11.70347852
"512",29.8284414
"513",7.439569893
"514",21.05353987
"515",6.050060777
"516",7.599617029
"517",4.803306414
"518",6.051428262
"519",6.503513341
"520",2.282601557
"521",15.70393958
"522",11.56648604
"523",1.322671871
"524",9.539962975
"525",22.39935475
"526",20.07541432
"527",7.677648117
"528",14.08292576
"529",11.14672304
"530",6.343374736
"531",21.1875693
"532",3.196943016
"533",3.248169927
"534",6.248150471
"535",3.293435643
"536",1.754385394
"537",11.48773622
"538",5.711646401
"539",7.603357235
"540",2.084118551
"541",6.587201276
"542",4.603347641
"543",6.541066702
"544",4.332134531
"545",2.279259145
"546",8.446160069
"547",3.990895779
"548",16.97529426
"549",8.908332009
"550",15.37107894
"551",9.582004744
"552",2.968358466
"553",12.96208301
"554",2.831804349
"555",9.322934248
"556",11.75027091
"557",3.087125795
"558",5.310878954
"559",4.208227552
"560",2.179548523
"561",9.289517752
"562",28.86969715
"563",8.063547235
"564",4.612099351
"565",14.60526414
"566",5.044076415
"567",13.55218661
"568",8.360649713
"569",5.823321565
"570",8.294910436
"571",29.10639477
"572",19.70266217
"573",4.455386749
"574",12.00858052
"575",11.78880203
"576",24.19132114
"577",14.37727698
"578",1.128335443
"579",5.691421867
"580",3.831221517
"581",11.08306586
"582",7.48578642
"583",8.654535873
"584",5.179004124
"585",7.542749465
"586",4.607336316
"587",6.28842083
"588",1.532973151
"589",15.74763468
"590",23.956929
"591",19.76529476
"592",17.71637154
"593",17.37839741
"594",1.078815111
"595",7.161869147
"596",26.01552533
"597",4.784582646
"598",5.110718131
"599",7.455148937
"600",2.284207057
"601",11.09808176
"602",3.414733275
"603",1.901532614
"604",5.541384803
"605",8.791194482
"606",3.11643578
"607",12.84560044
"608",14.89720747
"609",8.735757967
"610",1.161803984
"611",13.76871228
"612",18.66504433
"613",5.803901847
"614",14.04985628
"615",4.849677072
"616",9.595456517
"617",13.04114417
"618",1.79772408
"619",6.471903209
"620",9.923586914
"621",5.36237356
"622",3.317348927
"623",10.79186592
"624",11.7391369
"625",13.00962018
"626",1.611546284
"627",5.261212465
"628",13.17849974
"629",11.58317216
"630",3.105139512
"631",9.137809439
"632",7.176700824
"633",6.991642782
"634",9.637781398
"635",2.368283285
"636",9.651065829
"637",8.730405893
"638",4.173314039
"639",15.42700763
"640",12.91213895
"641",10.34327947
"642",5.451895614
"643",12.81881129
"644",14.31596419
"645",5.259033624
"646",14.44810037
"647",4.245035615
"648",6.434280902
"649",5.425068599
"650",2.729451922
"651",5.134989649
"652",6.979009919
"653",4.816592997
"654",3.861708438
"655",11.58576976
"656",1.740841699
"657",10.50397242
"658",4.906579535
"659",15.90065569
"660",1.276890621
"661",2.646328849
"662",13.7944302
"663",1.550579619
"664",14.63294721
"665",7.380291282
"666",1.047382039
"667",2.371911572
"668",4.905988692
"669",2.253077812
"670",1.59959844
"671",27.46106977
"672",17.34243942
"673",16.66814552
"674",14.38485335
"675",1.443775322
"676",9.349597147
"677",4.945014197
"678",8.015401085
"679",1.153881327
"680",18.09905454
"681",11.20984456
"682",5.566520625
"683",2.380500918
"684",8.979360083
"685",8.840888613
"686",2.258852671
"687",1.591333405
"688",1.515452465
"689",3.857300987
"690",7.882710227
"691",14.02849733
"692",6.721823696
"693",1.796688583
"694",12.51401968
"695",9.485268741
"696",19.02547148
"697",2.506101194
"698",7.55918608
"699",6.069124406
"700",3.079467822
"701",6.240783682
"702",11.76491612
"703",4.868716415
"704",4.06047424
"705",4.952763872
"706",16.62593689
"707",6.429025787
"708",5.31868521
"709",9.188837964
"710",13.3771743
"711",5.688867768
"712",2.049006759
"713",22.11524673
"714",6.524843094
"715",3.976063151
"716",24.64624542
"717",7.852675802
"718",11.42508906
"719",3.328266165
"720",2.722310392
"721",11.34544436
"722",15.0349197
"723",18.39607984
"724",19.03625416
"725",4.303849456
"726",9.539729035
"727",6.339774346
"728",5.376652863
"729",11.67460124
"730",24.71916223
"731",4.354733929
"732",14.69261964
"733",2.39088492
"734",2.606228436
"735",3.644232332
"736",1.415346194
"737",15.1418246
"738",2.601455981
"739",13.37654004
"740",4.486607929
"741",7.904120653
"742",2.017579009
"743",9.716257401
"744",18.05033087
"745",8.700517617
"746",7.25493599
"747",5.898536601
"748",8.713385365
"749",13.0035986
"750",14.45990083
"751",5.837241927
"752",10.81815085
"753",4.056889119
"754",9.876537733
"755",1.018519598
"756",8.938308825
"757",4.187033385
"758",9.690818661
"759",4.218778557
"760",2.205915318
"761",11.18792763
"762",1.929621761
"763",16.64037206
"764",8.853636698
"765",3.523994671
"766",2.871446409
"767",7.292787239
"768",8.458121948
"769",17.48396291
"770",8.92504512
"771",11.24061076
"772",18.73450543
"773",6.681362911
"774",18.97328429
"775",19.98393473
"776",17.41856593
"777",6.791270714
"778",8.960033031
"779",2.451256489
"780",13.76430574
"781",2.440923609
"782",8.279774899
"783",6.435331488
"784",13.46926706
"785",4.611940238
"786",11.45319603
"787",10.30304569
"788",5.901029789
"789",8.691329205
"790",1.291871699
"791",3.638799298
"792",20.70165955
"793",10.92511005
"794",3.147892285
"795",8.688984603
"796",1.456262249
"797",2.072317222
"798",9.510993751
"799",22.16579367
"800",6.19002424
"801",9.067061096
"802",1.845003373
"803",3.12313921
"804",1.491763776
"805",18.66406554
"806",8.721905501
"807",14.58313517
"808",4.255080878
"809",9.343807204
"810",4.153793775
"811",2.760208796
"812",1.583634587
"813",13.98469679
"814",3.072369855
"815",8.417226873
"816",8.889790813
"817",1.112321784
"818",9.716052195
"819",14.87120712
"820",7.077999389
"821",13.85473212
"822",8.098851806
"823",9.932932319
"824",9.26064585
"825",8.634921784
"826",26.16514147
"827",1.068799086
"828",17.39605821
"829",6.133827574
"830",11.47456181
"831",6.126946607
"832",5.679317142
"833",9.314854212
"834",6.339408608
"835",5.597557242
"836",6.195470215
"837",30.03608319
"838",13.34966275
"839",9.045537332
"840",17.70570806
"841",5.958420709
"842",7.570075544
"843",5.873359501
"844",19.37622206
"845",13.66699636
"846",1.87055247
"847",6.691537735
"848",12.41932486
"849",2.5238884
"850",7.629294031
"851",19.25835701
"852",1.723983897
"853",3.811416865
"854",1.784103787
"855",1.43538042
"856",13.3451101
"857",9.028422616
"858",5.441479864
"859",3.550421402
"860",19.9235245
"861",1.374911824
"862",3.106980528
"863",5.550110436
"864",9.38712707
"865",12.40889924
"866",7.60247544
"867",12.09641389
"868",8.886360176
"869",6.862244054
"870",6.832965812
"871",6.109999694
"872",3.852627275
"873",12.74748675
"874",15.32475177
"875",18.81607435
"876",7.629943705
"877",9.417609509
"878",11.96148946
"879",15.48651522
"880",8.825774698
"881",8.574105728
"882",15.56696462
"883",8.000279417
"884",15.16346403
"885",10.43448006
"886",8.550692097
"887",9.323157168
"888",10.36025557
"889",2.694014031
"890",2.937852035
"891",9.566169913
"892",14.06970055
"893",11.55776139
"894",14.96367107
"895",2.439520256
"896",17.68782231
"897",8.255617012
"898",5.174032539
"899",8.16762508
"900",14.96689418
"901",18.95221637
"902",5.011735021
"903",2.728247011
"904",7.138985437
"905",22.71649048
"906",13.28051861
"907",4.61174735
"908",12.60420397
"909",17.92733138
"910",6.818705821
"911",14.39399314
"912",2.704950495
"913",20.83084927
"914",1.225588884
"915",3.418302206
"916",4.837990763
"917",1.156719701
"918",7.010189312
"919",4.269258862
"920",4.397705634
"921",11.08150154
"922",7.273510936
"923",11.19078648
"924",16.91776871
"925",25.88644227
"926",13.03099332
"927",8.034201127
"928",1.124656757
"929",3.551651444
"930",7.925553778
"931",3.685081574
"932",1.355493769
"933",7.442451151
"934",11.03162791
"935",9.141192423
"936",9.22316707
"937",24.0737635
"938",7.771315315
"939",5.7018635
"940",2.456217972
"941",2.849622074
"942",12.61694943
"943",2.967533379
"944",4.44463064
"945",10.92247392
"946",5.696461819
"947",9.339307484
"948",1.699850064
"949",3.955928538
"950",16.53244292
"951",4.777862937
"952",22.57289049
"953",8.571860106
"954",7.195810535
"955",2.978504665
"956",10.46190099
"957",4.861047755
"958",4.248159714
"959",9.31669305
"960",10.55505829
"961",2.108441505
"962",16.08842518
"963",4.860645308
"964",18.88610542
"965",11.73492964
"966",9.841085026
"967",7.819783852
"968",2.478012402
"969",4.089115347
"970",20.96092159
"971",4.55454522
"972",2.876901531
"973",5.682066541
"974",3.187512279
"975",7.93260821
"976",5.146834768
"977",21.63512984
"978",9.941798485
"979",15.26657624
"980",2.62860278
"981",5.427546075
"982",14.05740045
"983",3.883156675
"984",4.891651665
"985",5.812856338
"986",1.67735795
"987",10.55675189
"988",10.08691319
"989",12.48678964
"990",9.553290527
"991",6.307898491
"992",7.195646567
"993",15.15825465
"994",22.56250894
"995",2.619468979
"996",7.321650003
"997",17.88183906
"998",12.33304231
"999",17.12047934
"1000",4.32321356
"1001",7.59915732
"1002",12.71183755
"1003",3.868738215
"1004",6.642819537
"1005",3.871799525
"1006",2.288223389
"1007",4.556801333
"1008",1.522691557
"1009",2.988653862
"1010",9.821119931
"1011",2.495010749
"1012",4.452382314
"1013",3.847102787
"1014",3.688657724
"1015",21.13118502
"1016",23.44153546
"1017",4.594946825
"1018",8.085917091
"1019",6.086525665
"1020",2.354138635
"1021",16.96762986
"1022",4.544027018
"1023",4.672608309
"1024",11.44470291
"1025",16.78883402
"1026",10.27733324
"1027",3.19677148
"1028",14.02688588
"1029",20.96098587
"1030",16.48377098
"1031",7.989151046
"1032",5.682395213
"1033",10.99225739
"1034",1.550200335
"1035",19.73065009
"1036",7.840871292
"1037",5.414586898
"1038",4.843533662
"1039",13.24581884
"1040",3.330819942
"1041",9.07813252
"1042",2.181372893
"1043",14.26615817
"1044",6.203299256
"1045",3.724597242
"1046",8.831489129
"1047",2.180613468
"1048",4.002381804
"1049",12.13508874
"1050",1.262037303
"1051",17.5841798
"1052",13.23888382
"1053",10.44223446
"1054",2.38395716
"1055",10.404813
"1056",16.37167434
"1057",1.350108155
"1058",12.42216588
"1059",3.797689495
"1060",3.784962992
"1061",7.154371452
"1062",3.160392389
"1063",14.38025496
"1064",7.517405581
"1065",11.44196811
"1066",7.413563684
"1067",11.32483244
"1068",4.279464865
"1069",3.468872554
"1070",2.744401393
"1071",7.608938235
"1072",14.60426293
"1073",29.68889421
"1074",4.955415304
"1075",13.31283015
"1076",2.656111103
"1077",18.02281027
"1078",17.64373477
"1079",23.42878979
"1080",6.7464384
"1081",4.909764597
"1082",19.43430735
"1083",7.080759052
"1084",9.808669685
"1085",2.101748234
"1086",15.54691331
"1087",1.19808324
"1088",2.689103558
"1089",4.089399488
"1090",2.314052799
"1091",2.170567319
"1092",9.117084502
"1093",7.843263617
"1094",15.6930298
"1095",10.54165852
"1096",11.48699577
"1097",4.071312509
"1098",3.866527859
"1099",2.067992783
"1100",8.447638937
"1101",5.156329151
"1102",3.569000983
"1103",1.897261446
"1104",2.701548767
"1105",1.665089598
"1106",16.68190528
"1107",1.934171569
"1108",12.77495667
"1109",10.61383322
"1110",5.836790126
"1111",1.45460211
"1112",12.63923748
"1113",8.460086502
"1114",11.32593703
"1115",8.915680176
"1116",8.249941923
"1117",9.267785326
"1118",23.27091932
"1119",2.916144419
"1120",3.943033602
"1121",8.926271021
"1122",7.897660605
"1123",9.098041235
"1124",3.098560266
"1125",5.784022533
"1126",2.722761372
"1127",2.355538593
"1128",11.44810825
"1129",17.78302494
"1130",12.68609343
"1131",18.55974516
"1132",5.970269701
"1133",2.593102097
"1134",5.105265612
"1135",5.110208414
"1136",11.07800251
"1137",16.52190477
"1138",1.738486682
"1139",8.659495781
"1140",13.99605863
"1141",6.605815722
"1142",5.78844751
"1143",3.195246168
"1144",14.87053577
"1145",7.521160625
"1146",3.845852341
"1147",2.731606393
"1148",3.954689282
"1149",3.700907475
"1150",5.638280421
"1151",10.87372395
"1152",2.294386519
"1153",4.753020774
"1154",21.20445421
"1155",9.217596711
"1156",7.336939062
"1157",21.04742054
"1158",1.548600048
"1159",18.36209103
"1160",11.71117991
"1161",4.589210527
"1162",5.810822315
"1163",7.00096668
"1164",4.882004458
"1165",12.27728241
"1166",1.609325308
"1167",25.55038197
"1168",16.72537387
"1169",6.955766017
"1170",3.453443904
"1171",5.070551439
"1172",10.01241216
"1173",4.261408572
"1174",9.958831629
"1175",4.300271811
"1176",5.045543619
"1177",7.182441329
"1178",11.07083425
"1179",4.509329959
"1180",2.162477942
"1181",14.5222363
"1182",1.424712099
"1183",1.849371568
"1184",6.526670837
"1185",18.29218438
"1186",11.06628519
"1187",11.82576277
"1188",12.23362353
"1189",2.552193205
"1190",6.5443199
"1191",14.98166868
"1192",13.79138076
"1193",8.734707597
"1194",3.810228199
"1195",4.304076015
"1196",6.549842666
"1197",9.373705128
"1198",8.397776839
"1199",1.019306038
"1200",6.525380768
"1201",12.18544178
"1202",15.34839938
"1203",7.355635728
"1204",5.705926395
"1205",6.70301496
"1206",6.735271694
"1207",20.51922799
"1208",9.320973584
"1209",8.758613325
"1210",6.289468375
"1211",2.613920398
"1212",15.02077659
"1213",14.28406007
"1214",4.759938908
"1215",7.441432103
"1216",10.06145053
"1217",16.37219797
"1218",2.160066882
"1219",1.871917709
"1220",20.16532013
"1221",11.4488726
"1222",8.315973557
"1223",1.515290738
"1224",9.324505434
"1225",10.16298067
"1226",6.215774391
"1227",2.667736094
"1228",10.68004106
"1229",8.133269102
"1230",2.661310881
"1231",23.10105854
"1232",6.267383901
"1233",13.72354614
"1234",24.3036064
"1235",6.027648047
"1236",9.727109482
"1237",19.93726012
"1238",8.406444381
"1239",2.405574983
"1240",14.10031907
"1241",14.93006551
"1242",17.34018575
"1243",7.858862202
"1244",8.482460246
"1245",7.644184483
"1246",13.82541752
"1247",7.772523197
"1248",13.28713487
"1249",6.403155881
"1250",6.820250541
"1251",3.319853958
"1252",7.860641328
"1253",5.402712746
"1254",2.066037377
"1255",3.752354376
"1256",1.051188042
"1257",13.63916478
"1258",16.64092048
"1259",1.042724425
"1260",17.1001258
"1261",2.779431223
"1262",2.661325529
"1263",5.118556082
"1264",7.217041327
"1265",15.18036042
"1266",21.61213506
"1267",4.576705489
"1268",9.46447702
"1269",4.106981469
"1270",2.851017432
"1271",6.418130939
"1272",17.56134872
"1273",5.867164261
"1274",2.095488213
"1275",3.312263064
"1276",6.766267697
"1277",2.542844079
"1278",1.796607335
"1279",1.921647847
"1280",8.248755691
"1281",14.42671843
"1282",9.273178876
"1283",8.154668093
"1284",7.775144828
"1285",2.932159225
"1286",10.25226518
"1287",8.884543585
"1288",2.92969581
"1289",8.013365588
"1290",1.884992328
"1291",12.70583343
"1292",9.705809585
"1293",15.12645563
"1294",7.179893502
"1295",9.984220981
"1296",3.024806192
"1297",10.27742832
"1298",12.54841227
"1299",3.999140345
"1300",1.251588197
"1301",6.624439911
"1302",5.643360294
"1303",4.499945782
"1304",6.57513059
"1305",13.22141934
"1306",1.997833268
"1307",3.787548072
"1308",16.00167972
"1309",11.34130832
"1310",5.252073829
"1311",18.00704355
"1312",18.29765062
"1313",5.755833887
"1314",2.111376258
"1315",12.24494477
"1316",17.31776736
"1317",7.399248624
"1318",10.5309984
"1319",9.630236452
"1320",19.79804917
"1321",16.86058234
"1322",3.857491515
"1323",8.703568707
"1324",20.40555252
"1325",1.747076331
"1326",24.02275725
"1327",8.006997906
"1328",6.563038653
"1329",5.291754183
"1330",15.18780416
"1331",7.32906366
"1332",9.351000629
"1333",3.997019354
"1334",2.231526082
"1335",2.384942381
"1336",2.153167182
"1337",7.19812868
"1338",7.40216226
"1339",2.497790261
"1340",2.745220008
"1341",3.386665328
"1342",3.032321354
"1343",6.211504434
"1344",13.56958731
"1345",7.18546062
"1346",7.039839728
"1347",18.7939759
"1348",4.510537408
"1349",15.73628072
"1350",7.434237932
"1351",34.80793399
"1352",16.3364928
"1353",2.596050259
"1354",2.389328443
"1355",3.56722345
"1356",25.36784311
"1357",10.91916339
"1358",15.71428993
"1359",3.005659256
"1360",2.811977672
"1361",12.85056526
"1362",4.385448215
"1363",5.798532598
"1364",15.54170472
"1365",10.4843853
"1366",6.136751688
"1367",20.00794461
"1368",22.37864487
"1369",17.05603447
"1370",10.1127187
"1371",15.21980082
"1372",10.19944078
"1373",6.135854482
"1374",11.04013684
"1375",2.24841574
"1376",13.03967126
"1377",3.637134041
"1378",9.660168743
"1379",24.37711744
"1380",1.235589507
"1381",21.6132385
"1382",4.238632927
"1383",1.00025934
"1384",21.4708673
"1385",16.56587766
"1386",23.11577242
"1387",8.355760951
"1388",14.21751959
"1389",11.42145103
"1390",10.99607752
"1391",2.867284438
"1392",8.205103396
"1393",13.59949293
"1394",7.757685471
"1395",10.98734966
"1396",7.98560378
"1397",3.391969552
"1398",6.393598693
"1399",19.13168856
"1400",10.98841039
"1401",12.57273206
"1402",4.266309981
"1403",14.51274009
"1404",16.01233793
"1405",5.947501617
"1406",6.12261616
"1407",8.69123648
"1408",7.443067222
"1409",4.30774917
"1410",1.277136149
"1411",1.722680046
"1412",6.217715978
"1413",5.412980331
"1414",21.67433467
"1415",3.99171522
"1416",5.794641025
"1417",6.22614246
"1418",6.093194674
"1419",10.50826
"1420",2.105603
"1421",7.976237
"1422",1.293553
"1423",5.982479
"1424",1.26105
"1425",7.698157
"1426",2.175619
"1427",9.390135
"1428",3.081551
"1429",18.2156
"1430",3.151239
"1431",16.81532
"1432",1.954899
"1433",11.42056
"1434",8.954465
"1435",7.387825
"1436",3.943222
"1437",3.843142
"1438",11.38469
"1439",7.178731
"1440",3.434965
"1441",11.93639
"1442",2.155733
"1443",7.376158
"1444",4.573172
"1445",7.231407
"1446",9.84106
"1447",6.204958
"1448",8.962444
"1449",8.716735
"1450",3.08799
"1451",2.051002
"1452",25.17478
"1453",7.793232
"1454",13.37596
"1455",11.5352
"1456",2.654262
"1457",2.104985
"1458",16.59389
"1459",31.32024
"1460",21.03542
"1461",12.4962
"1462",13.63369
"1463",11.75027
"1464",10.32943
"1465",8.333131
"1466",9.602383
"1467",22.37984
"1468",9.061231
"1469",2.402087
"1470",12.85483
"1471",5.430488
"1472",5.26792
"1473",6.799748
"1474",8.954573
"1475",2.499923
"1476",8.084289
"1477",7.978289
"1478",11.61721
"1479",26.27061
"1480",9.881597
"1481",4.969544
"1482",14.86711
"1483",12.47887
"1484",17.08264
"1485",12.12823
"1486",6.86392
"1487",5.855847
"1488",6.818283
"1489",10.48149
"1490",5.459489
"1491",11.07943
"1492",13.0511
"1493",11.87278
"1494",8.182907
"1495",6.765777
"1496",12.31839
"1497",6.23273
"1498",10.99952
"1499",7.831744
"1500",8.944195
"1501",19.72758
"1502",11.53174
"1503",27.98865
"1504",15.2109
"1505",16.85088
"1506",16.6564
"1507",8.275832
"1508",1.789614
