"","Children","Age","Income","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Port_modem","Tablet","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","Tenure","MonthlyCharge","Bandwidth_GB_Year","Timely_Response","Timely_Fixes","Timely_Replacements","Reliability","Options","Respectful_Response","Courteous_Exchange","Active_Listening","Area_Rural","Area_Suburban","Area_Urban","Contract_Month_To_Month","Contract_OneYear","Contract_TwoYear","Gender_Female","Gender_Male","Gender_Nonbinary","InternetService_DSL","InternetService_FiberOptic","InternetService_None"
"11",1,25,36229.21,9.447065309,9,2,0,0,1,1,1,1,1,0,1,0,0,0,1,7.161561527,140.00128,1340.930156,5,6,4,2,5,3,3,3,0,0,1,0,1,0,1,0,0,1,0,0
"12",1,72,50336.5,7.972937227,10,1,1,0,1,0,1,0,0,1,1,0,0,0,0,16.04202196,147.473844,1530.10769,3,4,3,6,4,4,6,2,0,1,0,0,0,1,0,1,0,0,1,0
"13",3,55,52887.26,8.06137096,16,2,0,0,1,0,1,0,1,0,0,1,0,0,1,3.002844144,107.481989,892.8964931,3,3,2,3,5,4,3,3,0,1,0,1,0,0,0,1,0,1,0,0
"14",2,44,54458.38,10.58349704,5,1,0,0,1,1,1,1,1,1,1,0,1,1,1,10.377366,245.174977,1710.689671,3,3,2,2,4,3,5,2,0,0,1,1,0,0,1,0,0,0,0,1
"15",3,43,37358.13,9.750038902,11,1,0,1,0,0,1,1,1,1,1,1,0,0,1,9.427146079,195.006206,1213.940165,4,5,3,4,3,3,4,3,0,1,0,1,0,0,1,0,0,0,1,0
"16",2,84,76430.83,12.43563329,14,0,1,0,0,1,1,0,0,0,0,1,0,0,1,11.56938439,92.488023,897.9716153,3,3,4,3,5,3,3,4,0,1,0,1,0,0,1,0,0,0,0,1
"17",1,33,15690.25,11.4487514,11,0,1,0,0,0,1,0,1,0,1,1,0,1,1,6.732948946,142.515576,958.1397059,4,5,5,5,4,4,4,5,1,0,0,0,0,1,1,0,0,0,0,1
"18",0,49,29207.46,8.425458142,9,1,0,0,0,0,1,0,0,0,1,0,0,0,1,7.233605493,124.97808,676.712908,5,5,3,4,4,5,5,4,1,0,0,0,0,1,1,0,0,0,1,0
"19",1,25,81831.49,9.565924291,10,3,0,0,1,0,1,1,0,0,1,1,1,0,0,2.344875382,194.976769,704.7540406,3,4,3,2,3,4,2,4,0,0,1,1,0,0,0,1,0,0,1,0
"20",0,42,100076.65,10.79349982,14,3,0,0,1,0,1,0,1,1,0,0,0,1,1,7.960490246,152.455519,1416.444695,5,5,5,4,3,2,4,4,1,0,0,1,0,0,1,0,0,1,0,0
"21",1,43,34883.69,13.55065547,13,0,0,1,0,1,1,0,0,0,1,0,0,1,1,9.634946079,127.488728,1083.610268,4,4,4,3,4,4,3,3,0,1,0,1,0,0,1,0,0,0,0,1
"22",1,63,19048.13,11.27443693,18,2,1,1,1,0,1,0,0,0,1,0,1,1,1,2.203859443,200.132293,1120.241472,4,4,4,5,4,4,4,3,0,1,0,1,0,0,1,0,0,1,0,0
"23",0,87,77996.88,7.969277912,17,0,0,1,1,0,1,1,0,1,0,1,1,1,1,3.7311787,255.119794,1268.086909,3,3,4,5,4,3,5,4,1,0,0,0,1,0,0,1,0,1,0,0
"24",3,35,7724.73,6.258356398,9,0,1,0,1,0,1,0,0,1,1,1,1,1,1,9.190009376,255.137219,1577.915603,4,3,2,3,3,3,3,4,0,0,1,1,0,0,0,1,0,0,1,0
"25",1,70,1509.52,12.92303286,16,0,0,0,0,0,1,1,0,1,1,0,0,1,0,2.378630018,214.966286,648.7471776,4,4,4,5,2,3,4,4,0,0,1,1,0,0,0,1,0,0,1,0
"26",4,46,11795.57,7.607663559,11,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.092361222,200.165175,768.0874545,1,1,2,2,3,1,3,2,1,0,0,0,0,1,1,0,0,0,0,1
"27",1,50,74794.84,7.442789019,10,2,1,0,0,0,1,0,0,1,0,0,0,1,0,20.13981517,149.937833,2426.030626,2,2,3,4,3,3,4,4,0,0,1,0,0,1,0,1,0,1,0,0
"28",2,32,71596.14,8.6026551,11,0,0,0,1,0,1,1,1,1,1,1,0,0,0,2.257358355,195.006206,631.7435653,5,3,5,5,3,3,5,2,0,1,0,0,1,0,1,0,0,0,1,0
"29",0,61,19815.63,11.59313893,13,0,2,0,1,1,1,0,0,1,0,0,0,0,1,4.151256695,134.950905,393.6524652,3,2,3,4,3,4,5,4,0,0,1,0,1,0,1,0,0,0,1,0
"30",0,75,58482.9,8.294186076,13,0,0,0,0,0,1,1,0,0,1,0,0,1,1,2.188918771,192.470522,409.7486664,3,3,3,3,3,4,3,3,1,0,0,1,0,0,1,0,0,0,1,0
"31",0,68,115510.46,5.083995994,3,1,0,0,1,0,1,0,1,0,0,1,0,1,1,3.273341151,162.468917,443.984031,2,2,2,4,3,3,4,3,0,1,0,0,0,1,1,0,0,0,1,0
"32",10,23,64816.84,5.271228601,14,1,1,0,0,0,1,0,1,1,1,1,1,0,0,12.97632235,187.484705,1956.7337,3,2,2,4,3,2,3,2,0,1,0,1,0,0,0,1,0,0,1,0
"33",0,20,40211.04,14.4754365,11,1,1,0,0,0,1,1,0,0,1,0,1,0,1,6.998814446,182.467607,1067.373076,3,4,3,5,2,6,6,6,0,1,0,0,1,0,0,1,0,0,1,0
"34",0,69,58077.38,10.68311773,12,1,1,0,0,0,0,0,0,1,1,1,1,1,1,14.46288204,222.660939,1806.135733,3,2,3,5,3,4,4,3,0,0,1,1,0,0,0,1,0,0,0,1
"35",1,48,9044.26,11.30421466,18,3,1,0,1,1,1,1,0,0,1,0,0,1,1,6.577552683,192.470522,888.6517305,3,4,4,4,2,3,4,4,0,0,1,0,0,1,1,0,0,0,1,0
"36",0,63,25381.66,10.26646787,10,1,0,0,1,0,1,0,0,0,0,1,0,1,0,3.174571918,159.951231,377.0810282,4,3,4,2,3,3,3,3,1,0,0,1,0,0,1,0,0,0,1,0
"37",0,67,12527.51,10.40677369,14,2,0,1,0,0,1,0,1,1,0,1,1,0,1,13.12190056,174.961766,1431.409396,5,4,4,3,3,5,3,4,0,0,1,1,0,0,0,1,0,0,1,0
"38",6,24,26282.4,9.807530479,10,1,0,1,1,1,1,1,0,0,1,0,0,0,1,6.311709178,137.483594,1353.29384,5,5,4,3,3,3,3,3,0,0,1,0,1,0,1,0,0,1,0,0
"39",3,35,54533.63,8.943293567,15,2,1,0,1,1,1,0,0,0,1,0,1,1,1,8.156552837,187.656013,1347.869205,4,4,4,3,4,3,3,4,0,0,1,1,0,0,1,0,0,0,0,1
"40",2,68,95028.57,6.076260652,13,0,0,0,1,1,1,1,0,0,1,0,1,1,1,4.627672042,220.161527,1038.745378,3,3,3,3,4,3,3,3,0,0,1,1,0,0,0,1,0,0,0,1
"41",0,47,125814.88,10.74539526,10,0,1,0,1,0,1,0,0,0,1,0,0,1,1,6.085030507,139.965008,1162.332926,3,3,4,2,4,4,3,2,1,0,0,1,0,0,1,0,0,1,0,0
"42",1,89,31600.92,4.978546291,12,2,0,0,0,0,1,1,0,1,1,1,1,0,1,7.251397592,197.472533,1404.435534,4,6,6,1,7,3,4,3,0,0,1,0,1,0,0,1,0,1,0,0
"43",4,75,74638.78,6.547676875,10,3,1,0,0,0,0,1,1,0,1,0,1,1,1,14.64011644,255.155493,1925.911722,3,3,4,4,3,4,2,5,0,1,0,0,1,0,1,0,0,0,1,0
"44",0,26,32652.3,7.410590719,9,0,1,1,0,1,1,1,0,0,1,1,1,0,0,11.71637124,174.976769,1805.011298,5,4,5,4,4,4,4,4,0,0,1,1,0,0,1,0,0,1,0,0
"45",4,25,63650.54,11.39765385,8,1,1,0,1,0,1,1,0,0,1,1,0,0,1,4.13273503,169.992756,700.7343179,4,3,4,3,4,3,3,3,0,0,1,0,0,1,1,0,0,0,1,0
"46",3,69,50252.79,11.30748265,15,0,2,0,0,1,1,0,0,1,1,0,0,1,0,3.303030246,182.460772,717.3876564,4,4,4,5,2,4,4,4,0,1,0,1,0,0,0,1,0,0,1,0
"47",1,49,23204.98,10.18046877,10,2,0,0,0,0,0,0,0,0,0,1,0,0,1,15.85983755,104.964303,1829.270014,5,4,5,2,4,5,4,3,0,1,0,0,0,1,0,1,0,1,0,0
"48",4,20,54895.16,14.62784306,17,2,0,0,1,1,1,0,1,1,0,1,0,1,0,7.006240694,152.488401,1124.353152,6,5,5,3,6,4,4,4,0,0,1,1,0,0,1,0,0,0,0,1
"49",2,26,60398.06,10.90517581,10,2,0,0,0,0,1,1,1,0,0,1,0,1,0,5.562130367,174.974431,1316.239744,3,3,3,3,3,3,5,3,0,1,0,0,1,0,1,0,0,1,0,0
"50",2,72,8115.88,8.894475174,8,0,1,0,0,0,1,0,0,0,0,1,1,1,1,14.53027663,220.118516,1637.201426,2,3,3,5,3,4,4,4,0,0,1,0,1,0,1,0,0,0,1,0
"51",4,55,49421.69,10.29380879,12,3,0,0,1,0,1,1,1,1,1,0,0,1,1,18.91276578,217.483972,2220.255405,4,4,3,5,4,3,3,4,0,0,1,0,1,0,0,1,0,0,1,0
"52",0,87,15388.32,7.82671592,13,1,2,1,1,0,1,0,0,0,0,1,1,1,1,7.983887266,187.642236,990.0555076,4,4,3,3,4,4,4,2,0,1,0,0,1,0,1,0,0,0,0,1
"53",3,87,10403.59,10.68024546,13,2,1,0,1,0,1,1,0,0,1,0,1,0,1,11.92299244,182.467607,1296.481055,4,3,4,3,4,3,4,3,0,0,1,1,0,0,1,0,0,0,1,0
"54",6,25,19476.27,10.91642397,13,1,0,1,0,0,1,0,0,0,1,1,1,1,0,10.87555535,200.165175,1700.121992,2,2,3,2,5,4,4,3,0,1,0,0,0,1,1,0,0,0,0,1
"55",3,34,96382.76,8.580626195,14,0,0,0,1,0,1,0,1,0,1,1,1,1,0,16.00330155,202.682861,2120.673828,2,2,3,4,1,4,4,4,1,0,0,0,0,1,0,1,0,0,0,1
"56",1,46,28022.56,8.996933306,11,0,1,0,1,0,1,0,0,0,0,1,0,1,0,12.63074989,159.951231,1238.421347,4,5,5,2,3,5,4,5,0,1,0,0,0,1,1,0,0,0,1,0
"57",1,73,35478.4,7.602570192,7,2,0,0,1,0,1,0,0,0,0,1,1,0,1,8.4944392,149.948316,847.110799,4,3,2,3,5,2,4,2,0,1,0,1,0,0,1,0,0,0,1,0
"58",8,57,10155.51,9.217689334,12,1,1,0,1,0,1,0,1,0,0,0,0,1,1,8.044444101,149.959755,1112.937102,5,6,4,4,3,5,5,4,0,1,0,1,0,0,1,0,0,0,1,0
"59",0,26,37297.82,3.767298987,11,0,0,0,0,0,1,1,0,1,0,1,1,0,0,10.01771765,204.949594,1261.177198,2,2,4,4,4,5,4,4,1,0,0,0,0,1,1,0,0,0,1,0
"60",2,44,14928.96,17.56798903,14,2,0,0,1,0,1,0,0,1,1,0,0,0,0,7.34059599,147.473844,939.7181324,3,4,4,2,4,3,2,3,1,0,0,0,1,0,0,1,0,0,1,0
"61",3,66,24702.68,11.2369761,11,3,2,1,0,0,1,0,0,0,1,1,1,0,0,12.64742067,162.471255,1357.062854,4,4,3,4,4,4,5,4,0,1,0,1,0,0,1,0,0,0,1,0
"62",0,87,27326.79,7.905333122,14,1,0,0,1,0,1,0,1,1,1,0,1,0,1,5.522376826,174.975543,737.8564608,3,4,2,3,4,4,4,4,1,0,0,0,0,1,0,0,1,0,1,0
"63",7,23,46871.21,8.941553742,10,0,0,0,1,0,1,0,0,1,1,1,0,0,1,17.24924155,139.983006,2392.203409,5,4,5,5,1,6,5,5,0,0,1,0,1,0,0,1,0,1,0,0
"64",2,81,90977.74,10.76051016,10,3,0,0,1,1,1,1,0,1,0,0,0,0,0,3.521499924,147.456419,823.4933243,4,4,2,2,4,3,3,4,0,0,1,0,0,1,1,0,0,1,0,0
"65",1,70,51721.64,10.05388383,12,2,0,0,1,0,1,0,0,0,0,0,0,0,0,5.587484456,79.978861,418.6206885,4,3,1,2,5,3,4,3,0,1,0,0,1,0,1,0,0,0,0,1
"66",0,87,41531.03,7.045552801,13,2,0,0,1,1,1,0,1,0,1,0,0,1,1,7.007695148,142.482694,1181.991846,5,4,3,4,4,4,3,4,0,0,1,0,0,1,1,0,0,1,0,0
"67",0,46,33504.8,8.957297136,14,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1.408375942,117.439154,733.4036934,4,4,5,4,5,4,4,3,0,0,1,0,1,0,1,0,0,1,0,0
"68",1,31,23424.88,14.95912113,12,2,1,0,1,0,1,0,1,0,0,0,1,1,0,3.226996711,210.12704,932.6084359,4,4,4,2,4,4,4,3,0,1,0,0,0,1,0,1,0,0,1,0
"69",4,43,35539.7,7.765121655,11,0,1,0,1,1,1,0,0,0,1,0,0,1,0,5.874064017,139.965008,1363.58603,5,5,3,4,4,3,2,5,0,0,1,0,0,1,0,1,0,1,0,0
"70",1,82,27959.34,7.130431693,5,1,0,0,0,1,1,0,0,0,0,0,1,0,1,3.756359276,137.439154,472.1057019,2,2,3,5,3,1,2,3,0,1,0,1,0,0,0,1,0,0,1,0
"71",1,48,18198.59,9.42799205,17,3,0,0,1,1,1,1,0,0,1,0,1,1,1,1.474810061,252.637807,815.194738,4,3,4,3,3,3,3,5,0,1,0,1,0,0,0,1,0,0,1,0
"72",1,35,16440.05,10.8621377,16,1,0,0,1,0,1,1,0,1,0,0,1,1,0,12.39088509,242.610632,2088.48083,5,4,5,4,3,4,3,5,0,1,0,1,0,0,0,0,1,1,0,0
"73",0,20,33343.73,11.38860234,14,1,0,0,0,1,1,0,1,1,0,0,1,0,1,3.86023041,129.976324,822.3008694,3,3,3,5,4,3,3,4,0,1,0,0,0,1,0,1,0,0,0,1
"74",2,75,31136.77,10.70500472,14,1,0,0,1,0,1,0,1,0,0,0,1,0,1,11.96274778,119.95684,1639.898269,4,4,4,4,2,5,5,4,0,1,0,1,0,0,1,0,0,1,0,0
"75",0,75,13612.16,12.63643487,18,0,0,0,0,0,1,0,1,1,1,1,1,1,1,19.83504645,225.178625,2301.850721,3,2,2,2,5,3,2,4,0,1,0,1,0,0,0,1,0,0,0,1
"76",2,73,53019.98,11.08409914,10,2,1,0,1,1,1,0,0,0,0,1,1,0,0,15.94935291,117.472036,1535.788894,4,4,3,2,5,3,2,4,1,0,0,1,0,0,0,1,0,0,0,1
"77",5,41,19097.94,7.369412654,13,0,1,0,1,1,1,1,0,0,0,0,0,0,0,21.29342532,124.960655,2409.195918,3,2,3,2,5,4,2,2,0,0,1,0,0,1,1,0,0,1,0,0
"78",1,59,11301.4,9.84688181,11,0,0,1,1,1,1,1,1,1,1,1,1,0,0,4.95598008,199.990219,1342.862457,4,5,4,4,3,4,3,4,0,0,1,0,1,0,1,0,0,1,0,0
"79",3,23,17814,18.19542503,14,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2.73951266,159.947583,1046.054674,1,2,2,4,4,3,3,4,0,1,0,1,0,0,1,0,0,1,0,0
"80",3,51,19974.4,5.458806701,10,2,0,0,1,0,1,1,1,0,1,0,1,1,0,10.28430068,255.155493,1616.908193,3,3,2,3,4,2,2,2,1,0,0,1,0,0,1,0,0,0,1,0
"81",1,46,45146.99,12.0772854,11,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2.581692044,134.950905,345.0099528,3,4,2,5,3,4,3,3,1,0,0,0,0,1,1,0,0,0,1,0
"82",3,37,10330.1,6.918984305,9,1,0,0,1,1,1,1,0,0,0,0,0,1,0,6.945736396,159.947583,1427.088655,4,5,4,4,3,3,4,4,1,0,0,1,0,0,0,1,0,1,0,0
"83",1,62,11217.96,12.66717474,15,2,0,0,0,1,1,1,0,0,0,0,0,1,0,6.035737465,179.947583,795.4957358,2,3,2,4,4,2,4,2,0,0,1,1,0,0,0,1,0,0,1,0
"84",1,35,52129.84,9.513085538,10,1,0,1,1,1,1,1,0,1,1,1,1,1,1,5.049303717,267.642733,1662.510936,4,4,2,3,4,3,4,3,0,1,0,1,0,0,0,1,0,1,0,0
"85",1,64,118022.06,6.09060584,11,2,0,1,0,1,1,1,1,0,0,0,1,0,0,14.20349453,152.462354,1947.7853,4,3,3,3,3,2,3,2,1,0,0,1,0,0,0,1,0,1,0,0
"86",0,41,37706.85,14.12145884,14,0,0,1,1,0,1,0,0,0,0,1,1,1,1,6.307178205,200.118516,1464.035068,2,3,3,4,3,2,3,3,1,0,0,0,0,1,0,1,0,1,0,0
"87",2,63,22466.53,7.799780591,13,1,0,0,0,0,1,1,1,1,0,0,0,0,1,12.73622643,137.497825,1381.538548,5,4,4,2,5,2,4,3,0,1,0,0,1,0,0,1,0,0,0,1
"88",4,56,16608.27,7.122072827,14,0,0,0,0,0,1,1,0,1,0,0,0,0,0,12.00466914,134.980139,1248.626874,2,3,2,3,4,3,3,5,0,1,0,0,0,1,1,0,0,0,0,1
"89",2,27,25146.14,9.329902365,6,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2.243757398,147.442069,558.3751762,3,3,3,5,1,4,4,5,1,0,0,0,1,0,0,1,0,0,1,0
"90",2,47,58882.35,7.509389052,18,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1.583394702,197.494455,676.2178659,4,4,3,3,3,3,3,3,0,1,0,0,1,0,0,1,0,0,1,0
"91",0,33,49396.09,7.779622319,12,3,0,0,0,0,0,0,1,0,1,0,1,1,1,9.740709475,190.173699,1514.131966,2,2,3,4,5,2,3,2,0,0,1,1,0,0,0,1,0,0,0,1
"92",6,87,35060.94,10.74985413,8,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1.213704886,202.649979,1189.549671,3,2,1,4,3,4,4,4,0,1,0,0,0,1,1,0,0,1,0,0
"93",3,38,54349.75,14.04748759,21,0,1,1,0,1,1,0,0,1,1,0,0,0,1,6.73327535,114.997564,854.2977548,4,4,5,2,2,4,4,3,1,0,0,1,0,0,0,0,1,0,0,1
"94",7,84,91001.1,8.284591121,8,1,0,0,1,0,1,0,0,1,1,0,1,1,1,10.57197066,242.628057,1649.312808,3,2,1,3,5,3,3,6,1,0,0,1,0,0,0,1,0,0,1,0
"95",4,19,44426.28,6.269792565,20,0,0,0,1,1,0,1,0,1,0,0,0,1,1,3.379756569,202.443347,905.1959227,3,2,4,3,3,3,4,2,0,0,1,1,0,0,0,1,0,0,1,0
"96",1,52,15934.12,4.255224068,12,0,1,0,0,0,1,1,0,1,1,0,1,1,0,23.79323993,275.133571,2677.74041,4,4,5,3,3,4,3,4,1,0,0,0,1,0,1,0,0,0,1,0
"97",1,78,10767.15,14.57387887,13,0,0,0,1,0,1,1,1,1,1,1,0,1,1,2.411712843,197.516854,704.7552669,3,3,4,4,2,3,3,4,0,0,1,0,1,0,0,1,0,0,0,1
"98",0,41,56154.5,6.348897952,10,3,0,0,1,0,1,1,0,0,1,0,0,0,0,2.585228303,157.483594,394.0148722,1,2,2,2,2,3,3,1,0,0,1,0,1,0,1,0,0,0,1,0
"99",1,70,19090.03,4.575363954,13,0,0,0,1,0,1,0,1,0,1,1,1,1,1,23.103996,235.159141,2522.88913,4,5,4,4,3,4,5,4,0,1,0,1,0,0,0,1,0,0,1,0
"100",1,63,34447.89,5.971214226,13,3,0,0,1,0,1,0,0,0,0,0,1,0,1,21.17839683,137.439154,1961.923965,3,4,4,5,4,4,3,3,0,1,0,0,1,0,0,1,0,0,1,0
"101",0,44,5009.07,11.30031859,18,3,0,0,0,0,1,1,1,0,0,0,1,1,1,3.778174405,242.632554,929.2607767,4,3,5,3,3,4,5,4,0,1,0,1,0,0,1,0,0,0,1,0
"102",8,32,54779.76,16.28075484,14,0,0,1,0,0,1,1,1,1,0,0,1,1,1,11.62258922,232.652038,1998.680227,3,3,3,5,3,4,4,5,0,0,1,0,1,0,0,1,0,0,0,1
"103",2,82,68122.23,9.22949351,18,0,0,0,0,0,1,1,1,1,0,0,0,0,1,18.9537053,169.974105,1746.405243,2,3,2,3,4,1,2,3,1,0,0,0,1,0,1,0,0,0,1,0
"104",2,40,39468.79,10.02758972,11,1,1,0,0,0,1,1,1,1,0,1,0,1,1,9.640061615,197.470195,1698.465833,3,3,4,3,5,2,4,3,1,0,0,0,0,1,1,0,0,1,0,0
"105",2,48,42469.81,11.87042081,14,1,0,0,0,0,1,1,1,0,1,0,0,0,1,8.134438503,160.00128,958.6989908,4,4,4,1,7,3,2,3,0,0,1,1,0,0,0,0,1,0,1,0
"106",1,80,63095.62,10.88047174,15,1,2,1,0,0,0,1,1,1,1,1,1,1,0,14.14101821,270.160419,2335.130986,3,3,3,3,4,2,4,4,0,1,0,1,0,0,0,1,0,1,0,0
"107",2,62,28502.33,7.248946018,10,1,2,0,0,0,1,0,0,0,1,1,0,1,1,16.84928353,172.47417,1729.837284,4,4,4,3,3,3,4,3,1,0,0,1,0,0,0,1,0,0,1,0
"108",0,28,56178.63,3.405050602,11,2,0,0,1,0,1,0,0,0,1,0,0,0,0,9.183905417,124.97808,987.653655,5,5,4,4,4,4,3,2,1,0,0,1,0,0,0,1,0,0,1,0
"109",4,67,70174.11,8.702618087,11,0,0,0,0,0,1,0,1,0,0,0,1,1,1,11.74635394,190.12704,1971.429689,3,3,4,5,3,4,3,4,0,0,1,1,0,0,1,0,0,1,0,0
"110",1,43,8495.04,7.045651851,11,1,2,1,1,0,1,0,0,0,0,1,0,0,1,5.954024226,92.488023,623.7865683,3,4,3,4,3,4,4,5,0,0,1,0,0,1,0,1,0,0,0,1
"111",2,39,24732.09,9.703658153,13,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1.407866545,107.495766,864.7036995,4,4,3,3,2,5,4,5,0,0,1,1,0,0,0,1,0,1,0,0
"112",9,19,40902.49,8.816497541,8,0,1,0,1,0,1,1,1,0,1,0,1,1,1,11.10356439,222.679213,1973.661316,4,3,4,2,5,3,4,3,0,0,1,1,0,0,1,0,0,0,0,1
"113",0,22,69327.78,13.07119875,10,2,1,0,0,1,1,1,0,1,0,0,1,1,0,12.21754865,262.610632,1758.735654,3,3,3,5,3,2,4,3,0,1,0,1,0,0,0,1,0,0,1,0
"114",0,65,47288.09,7.535866122,11,0,0,1,0,0,1,0,0,1,1,1,0,0,0,4.844060027,159.983006,609.0598401,3,5,3,2,4,5,5,5,1,0,0,1,0,0,0,1,0,0,1,0
"115",6,69,105646.73,7.191637555,10,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1.14113241,252.62403,745.0493094,2,3,4,1,5,2,3,5,0,1,0,0,1,0,1,0,0,0,1,0
"116",3,27,38864.57,10.66015784,10,1,0,0,0,1,1,1,1,1,0,0,0,1,1,13.73012915,204.961033,1771.472597,4,5,3,3,3,4,3,4,0,0,1,1,0,0,0,1,0,0,1,0
"117",1,41,9302.3,12.14893118,14,1,0,0,0,1,1,0,1,0,1,0,0,0,1,6.68894661,95.019486,764.3017535,5,5,4,4,4,4,5,5,0,0,1,0,0,1,1,0,0,0,0,1
"118",0,51,45225.74,12.71107869,14,2,0,1,1,1,1,0,0,1,0,0,0,1,0,9.475983046,169.937833,1022.415622,3,2,2,4,2,4,4,4,0,0,1,0,1,0,1,0,0,0,1,0
"119",3,56,27978.78,13.97477268,10,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1.281566108,152.495236,567.6177123,3,3,2,3,3,4,2,3,0,0,1,1,0,0,0,1,0,0,0,1
"120",1,80,46622.3,11.19861363,10,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3.365552603,134.950905,380.0501404,4,3,3,4,3,5,5,4,0,1,0,1,0,0,0,1,0,0,1,0
"121",10,68,50150.81,6.6769165,12,2,0,0,0,0,1,1,0,0,0,1,0,1,0,2.485229169,172.456745,1179.782483,4,3,3,4,3,3,4,3,0,1,0,1,0,0,0,1,0,1,0,0
"122",4,85,70023.28,7.846521648,14,2,0,0,1,0,1,1,0,0,0,0,1,1,1,6.10108047,207.638588,1080.159892,4,3,5,4,3,4,4,4,0,0,1,0,1,0,0,1,0,0,0,1
"123",2,89,28219.28,8.787582345,10,0,0,0,0,0,1,0,0,0,1,0,0,1,1,5.25445262,127.488728,686.9354616,5,6,6,4,4,5,6,5,1,0,0,0,1,0,0,1,0,0,0,1
"124",0,18,71348.1,9.507249087,13,0,1,0,1,0,0,0,1,1,0,1,1,0,0,12.3492819,154.961766,1942.250203,5,5,5,4,2,6,5,4,0,1,0,1,0,0,0,1,0,1,0,0
"125",0,18,91186.03,10.08605721,13,0,0,0,0,1,1,0,1,1,1,0,1,1,0,16.8000196,245.145743,2188.672399,3,2,4,4,5,2,1,4,1,0,0,0,0,1,1,0,0,0,1,0
"126",4,75,25742.72,7.663279641,16,0,0,0,0,1,1,1,0,1,0,0,0,0,1,3.310281145,167.456419,556.2193844,2,4,3,2,6,3,2,3,0,0,1,1,0,0,0,1,0,0,1,0
"127",1,84,37774.81,11.70582668,11,1,0,0,0,0,1,0,1,1,0,1,0,1,1,16.26037537,152.488401,1580.43019,5,5,5,4,4,4,4,2,0,1,0,1,0,0,1,0,0,0,0,1
