"","Children","Age","Income","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Port_modem","Tablet","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","Churn","MonthlyCharge","Bandwidth_GB_Year","Timely_Response","Timely_Fixes","Timely_Replacements","Reliability","Options","Respectful_Response","Courteous_Exchange","Active_Listening","Area_Suburban","Area_Urban","Contract_OneYear","Contract_TwoYear","Gender_Male","Gender_Nonbinary","InternetService_FiberOptic","InternetService_None"
"15",0,22,15137.93,13.156514,6,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,242.632554,1412.736809,4,4,4,4,3,4,3,4,0,0,0,1,0,0,1,0
"16",2,62,4662.37,8.957166926,13,3,0,0,1,0,1,1,0,0,1,1,0,1,0,1,184.979684,1026.387172,2,2,3,4,3,5,2,4,0,1,0,0,0,0,0,0
"17",1,59,38391.55,4.210347704,8,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,149.962093,727.3731845,4,4,4,3,4,2,5,4,1,0,0,0,0,0,1,0
"18",0,51,14364.65,9.03738856,11,2,0,0,1,0,1,1,1,0,1,0,0,0,1,1,160.00128,1296.674543,4,2,4,5,4,3,3,4,0,1,0,0,1,0,1,0
"19",1,73,82634.86,8.387624096,11,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,114.950905,1324.330108,5,4,3,5,3,3,5,4,1,0,0,0,1,0,0,0
"20",1,25,81831.49,9.565924291,10,3,0,0,1,0,1,1,0,0,1,1,1,0,0,0,194.976769,704.7540406,3,4,3,2,3,4,2,4,0,1,0,0,1,0,1,0
"21",1,81,69965.65,6.081975067,15,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,92.5018,1095.950634,5,5,5,3,4,3,2,5,0,0,0,0,1,0,0,1
"22",4,60,42784.82,6.129509309,12,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,212.655686,2676.789803,5,5,6,5,3,7,5,5,0,1,1,0,0,0,0,1
"23",3,54,47507.3,4.368120492,9,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,134.950905,822.6771666,2,3,3,3,5,2,2,3,1,0,0,1,0,0,1,0
"24",1,70,1509.52,12.92303286,16,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,214.966286,648.7471776,4,4,4,5,2,3,4,4,0,1,0,0,1,0,1,0
"25",1,50,74794.84,7.442789019,10,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,149.937833,2426.030626,2,2,3,4,3,3,4,4,0,1,0,1,1,0,0,0
"26",5,72,74855.47,8.513410306,13,3,0,0,1,0,1,1,0,0,0,1,0,1,0,0,192.456745,1907.226083,4,4,4,3,1,5,4,4,0,1,0,1,0,0,1,0
"27",0,66,27827.03,7.274007029,13,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,207.638588,777.3060718,4,3,3,6,1,4,3,3,1,0,0,0,0,0,0,1
"28",4,21,15609.05,8.913898759,12,4,0,0,1,0,1,0,0,0,0,0,1,1,1,1,187.609354,1393.202392,4,4,4,3,3,3,3,5,0,0,0,0,0,0,0,0
"29",0,83,54466.33,8.834079073,17,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,124.97808,529.40733,4,4,4,3,2,4,3,4,0,0,0,0,0,0,1,0
"30",1,32,43466.35,13.79409442,10,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,182.467607,1397.701335,3,4,4,4,3,4,2,3,0,1,1,0,1,0,1,0
"31",1,47,55861.19,15.68043093,16,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,137.439154,704.9375603,4,4,4,4,3,3,4,3,0,1,0,0,1,0,1,0
"32",0,67,12527.51,10.40677369,14,2,0,1,0,0,1,0,1,1,0,1,1,0,1,1,174.961766,1431.409396,5,4,4,3,3,5,3,4,0,1,0,0,1,0,1,0
"33",6,24,26282.4,9.807530479,10,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,137.483594,1353.29384,5,5,4,3,3,3,3,3,0,1,1,0,0,0,0,0
"34",3,35,54533.63,8.943293567,15,2,1,0,1,1,1,0,0,0,1,0,1,1,1,0,187.656013,1347.869205,4,4,4,3,4,3,3,4,0,1,0,0,0,0,0,1
"35",2,34,74679.84,11.64836306,11,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,124.960655,1269.836202,4,3,3,3,4,5,4,4,1,0,0,1,1,0,0,0
"36",5,32,9515.64,8.353693631,11,4,0,0,0,0,1,1,0,0,1,0,1,1,1,1,220.161527,1244.296865,2,1,2,4,3,5,3,1,0,1,0,0,1,0,0,1
"37",3,41,87354.99,5.290318715,10,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,252.637807,1577.208717,5,5,3,4,4,4,4,5,1,0,0,0,1,0,1,0
"38",1,89,31600.92,4.978546291,12,2,0,0,0,0,1,1,0,1,1,1,1,0,1,0,197.472533,1404.435534,4,6,6,1,7,3,4,3,0,1,1,0,1,0,0,0
"39",4,75,74638.78,6.547676875,10,3,1,0,0,0,0,1,1,0,1,0,1,1,1,1,255.155493,1925.911722,3,3,4,4,3,4,2,5,1,0,1,0,0,0,1,0
"40",0,26,32652.3,7.410590719,9,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,174.976769,1805.011298,5,4,5,4,4,4,4,4,0,1,0,0,0,0,0,0
"41",4,25,63650.54,11.39765385,8,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,169.992756,700.7343179,4,3,4,3,4,3,3,3,0,1,0,1,0,0,1,0
"42",3,69,50252.79,11.30748265,15,0,2,0,0,1,1,0,0,1,1,0,0,1,0,0,182.460772,717.3876564,4,4,4,5,2,4,4,4,1,0,0,0,1,0,1,0
"43",3,31,19800.81,10.31551212,11,2,1,0,0,1,1,0,0,0,1,0,0,1,0,0,139.965008,1313.492851,5,5,5,4,2,3,4,3,0,1,1,0,1,0,0,0
"44",1,74,48715.53,11.9664542,17,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,210.138,724.7803356,2,2,3,4,2,2,3,2,0,0,0,1,0,1,0,1
"45",1,47,35302.52,14.01485542,16,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,262.610632,1668.199119,2,3,2,4,4,3,2,2,0,0,0,0,1,0,1,0
"46",4,20,54895.16,14.62784306,17,2,0,0,1,1,1,0,1,1,0,1,0,1,0,1,152.488401,1124.353152,6,5,5,3,6,4,4,4,0,1,0,0,0,0,0,1
"47",2,26,60398.06,10.90517581,10,2,0,0,0,0,1,1,1,0,0,1,0,1,0,1,174.974431,1316.239744,3,3,3,3,3,3,5,3,1,0,1,0,0,0,0,0
"48",2,72,8115.88,8.894475174,8,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,220.118516,1637.201426,2,3,3,5,3,4,4,4,0,1,1,0,0,0,1,0
"49",1,41,33858.66,10.50187888,13,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,162.452604,951.8524406,5,5,4,3,5,4,4,4,0,1,0,0,1,0,1,0
"50",0,81,47877.81,11.40449185,12,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,252.637807,2190.259876,4,4,4,4,5,3,4,3,0,0,0,1,1,0,1,0
"51",3,87,10403.59,10.68024546,13,2,1,0,1,0,1,1,0,0,1,0,1,0,1,1,182.467607,1296.481055,4,3,4,3,4,3,4,3,0,1,0,0,0,0,1,0
"52",3,34,96382.76,8.580626195,14,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,202.682861,2120.673828,2,2,3,4,1,4,4,4,0,0,0,1,1,0,0,1
"53",4,70,34112.1,13.36027908,12,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,187.656013,1479.730181,4,2,3,4,4,3,4,4,0,1,1,0,1,0,0,1
"54",2,44,14928.96,17.56798903,14,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,147.473844,939.7181324,3,4,4,2,4,3,2,3,0,0,1,0,1,0,1,0
"55",1,67,12779.23,12.53830949,9,2,1,0,1,0,1,1,0,0,0,0,1,1,0,1,240.114868,1781.854862,3,4,4,3,3,5,4,3,0,0,0,0,0,0,1,0
"56",0,42,77383.72,10.51043963,12,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,240.114868,1664.19271,3,4,4,2,4,2,5,2,1,0,0,0,1,0,1,0
"57",1,24,47395.3,11.86384439,11,3,0,0,1,0,1,1,1,1,1,1,0,1,1,1,209.993134,1433.616898,4,4,3,4,4,4,3,3,1,0,0,1,0,0,0,0
"58",8,78,135727.71,11.05420024,14,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,107.495766,1468.357421,3,3,3,3,5,2,4,3,1,0,0,0,1,0,0,0
"59",0,87,41531.03,7.045552801,13,2,0,0,1,1,1,0,1,0,1,0,0,1,1,0,142.482694,1181.991846,5,4,3,4,4,4,3,4,0,1,0,1,0,0,0,0
"60",0,46,33504.8,8.957297136,14,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,117.439154,733.4036934,4,4,5,4,5,4,4,3,0,1,1,0,0,0,0,0
"61",8,56,34197.3,15.74015572,14,2,1,0,1,1,1,0,0,0,1,0,1,1,1,1,220.132293,1719.173387,5,6,4,4,2,3,5,4,0,1,0,0,0,0,1,0
"62",0,19,32097.17,13.62135046,14,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,202.443347,741.7766988,3,3,3,2,3,1,3,2,1,0,0,0,0,0,1,0
"63",1,31,23424.88,14.95912113,12,2,1,0,1,0,1,0,1,0,0,0,1,1,0,1,210.12704,932.6084359,4,4,4,2,4,4,4,3,1,0,0,1,1,0,1,0
"64",1,34,35988.24,11.741245,9,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,139.979239,1708.614019,5,5,5,6,2,5,6,5,0,1,1,0,0,0,0,1
"65",0,20,33343.73,11.38860234,14,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,129.976324,822.3008694,3,3,3,5,4,3,3,4,1,0,0,1,1,0,0,1
"66",0,25,30664.56,9.580144161,13,4,0,0,0,0,1,1,0,0,0,0,1,1,0,1,240.114868,2059.200998,2,3,3,4,3,4,5,4,1,0,1,0,0,0,1,0
"67",0,88,31934.04,10.79191234,18,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,174.975543,617.542543,4,3,3,3,3,4,3,5,1,0,0,0,1,0,1,0
"68",1,46,67211.95,6.511921085,12,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,162.511928,894.6733856,5,5,5,4,3,4,4,3,1,0,0,0,1,0,0,1
"69",2,73,53019.98,11.08409914,10,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,117.472036,1535.788894,4,4,3,2,5,3,2,4,0,0,0,0,1,0,0,1
"70",5,41,19097.94,7.369412654,13,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,124.960655,2409.195918,3,2,3,2,5,4,2,2,0,1,0,1,0,0,0,0
"71",1,59,11301.4,9.84688181,11,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,199.990219,1342.862457,4,5,4,4,3,4,3,4,0,1,1,0,0,0,0,0
"72",3,37,10330.1,6.918984305,9,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,159.947583,1427.088655,4,5,4,4,3,3,4,4,0,0,0,0,1,0,0,0
"73",0,53,15281.28,14.84155042,8,3,0,0,0,0,1,1,1,0,0,1,0,0,1,0,139.987503,1452.334634,4,4,4,4,4,3,3,4,1,0,0,0,1,0,0,0
"74",2,80,20566.64,6.915228797,10,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,232.637807,1402.20491,4,4,4,4,2,4,6,4,1,0,1,0,0,0,0,0
"75",1,63,10909.79,12.21852573,15,2,0,0,1,0,1,1,0,0,0,0,1,1,1,1,220.114868,2181.752793,3,4,5,4,3,3,3,1,0,1,0,1,0,0,0,0
"76",0,72,18408.94,9.362849722,12,2,0,1,1,0,1,1,0,1,0,1,0,0,1,0,179.965581,1146.199921,3,4,4,5,3,4,4,3,1,0,0,0,0,0,1,0
"77",0,71,25611.29,13.43700846,11,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,187.609354,2512.36494,4,4,4,3,3,4,5,4,0,0,0,0,1,0,0,0
"78",4,68,9428.86,11.95206054,7,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,169.937833,1297.388488,4,4,4,3,4,3,3,3,1,0,0,0,0,0,1,0
"79",1,64,118022.06,6.09060584,11,2,0,1,0,1,1,1,1,0,0,0,1,0,0,1,152.462354,1947.7853,4,3,3,3,3,2,3,2,0,0,0,0,1,0,0,0
"80",0,41,37706.85,14.12145884,14,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,200.118516,1464.035068,2,3,3,4,3,2,3,3,0,0,0,1,1,0,0,0
"81",4,56,16608.27,7.122072827,14,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,134.980139,1248.626874,2,3,2,3,4,3,3,5,1,0,0,1,0,0,0,1
"82",3,38,54349.75,14.04748759,21,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,114.997564,854.2977548,4,4,5,2,2,4,4,3,0,0,0,0,0,1,0,1
"83",0,47,75042.1,3.11231175,12,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,232.62403,1489.077486,4,5,4,4,5,3,5,3,0,0,0,1,0,0,0,0
"84",3,75,14039.21,8.571019738,5,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,174.976769,1662.533055,6,6,5,2,3,4,5,4,1,0,0,1,1,0,0,0
"85",0,37,12453.24,10.00344746,14,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,225.145743,2436.57146,5,5,5,2,5,4,4,4,0,0,0,0,1,0,0,0
"86",4,83,5511.77,8.477982632,19,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,177.65076,1494.716409,3,4,3,4,3,4,5,6,0,1,0,0,1,0,0,1
"87",0,38,25071.58,11.62771397,15,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,175.133074,1282.279049,2,2,1,1,4,3,3,2,0,0,0,0,1,0,0,1
"88",0,41,56154.5,6.348897952,10,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,157.483594,394.0148722,1,2,2,2,2,3,3,1,0,1,1,0,0,0,1,0
"89",1,63,34447.89,5.971214226,13,3,0,0,1,0,1,0,0,0,0,0,1,0,1,1,137.439154,1961.923965,3,4,4,5,4,4,3,3,1,0,1,0,1,0,1,0
"90",1,71,84301.44,10.97274944,10,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,207.475448,1886.153328,3,3,4,3,4,2,4,3,0,0,0,0,1,0,0,0
"91",2,48,42469.81,11.87042081,14,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,160.00128,958.6989908,4,4,4,1,7,3,2,3,0,1,0,0,0,1,1,0
"92",5,77,76874.25,10.62019312,10,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,214.952509,750.8768234,2,3,3,3,3,4,3,2,1,0,1,0,0,1,1,0
"93",2,62,28502.33,7.248946018,10,1,2,0,0,0,1,0,0,0,1,1,0,1,1,0,172.47417,1729.837284,4,4,4,3,3,3,4,3,0,0,0,0,1,0,1,0
"94",0,72,13583.35,8.124261532,12,3,0,0,1,0,1,0,0,1,1,1,0,1,0,0,174.969934,1107.882056,3,4,5,3,5,2,4,3,0,0,0,1,1,0,0,0
"95",0,50,42093.64,11.44655577,11,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,139.99789,683.8622599,4,3,5,3,2,2,4,4,0,0,1,0,1,0,0,1
"96",1,73,75866.75,10.11985468,11,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,92.488023,583.0259559,4,5,4,2,4,3,3,3,0,0,0,0,0,0,0,1
"97",3,72,74061.48,5.863179258,16,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,139.965008,1778.733282,4,5,3,5,2,6,5,4,0,0,0,0,1,0,0,0
"98",7,23,35102.93,13.357551,8,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,192.470522,900.4043765,3,3,4,3,2,2,4,3,0,1,0,0,1,0,1,0
"99",1,49,26391.1,14.04061351,10,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,220.118516,1693.576099,2,2,2,4,2,3,4,3,0,1,1,0,1,0,1,0
"100",1,82,29982.49,4.586902043,14,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,232.622804,1143.826239,5,5,5,4,2,4,5,4,0,0,0,0,0,0,1,0
"101",1,72,51154.34,11.03563726,9,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,210.156274,886.340074,4,4,6,4,4,4,5,2,1,0,1,0,0,0,0,1
"102",9,19,40902.49,8.816497541,8,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,222.679213,1973.661316,4,3,4,2,5,3,4,3,0,1,0,0,0,0,0,1
"103",1,69,5194.22,12.10865222,13,2,0,1,1,0,1,1,1,0,0,1,1,0,0,1,152.495236,557.0118807,3,3,1,3,3,4,3,3,0,0,0,0,1,0,0,1
"104",3,74,42386.84,12.2870805,9,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,104.97808,1220.452161,4,5,4,2,6,4,5,3,0,0,0,1,1,0,0,0
"105",7,24,8507.97,9.518819692,11,3,0,0,1,0,1,1,1,1,0,1,0,1,1,0,197.470195,1852.503069,5,4,3,2,3,3,4,2,0,1,0,1,0,0,0,0
"106",0,54,23956.91,17.39213562,10,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,182.446995,764.2419259,3,2,4,2,5,3,3,2,0,0,0,0,1,0,1,0
"107",1,86,40728.96,5.670110512,13,2,0,0,0,0,1,0,0,0,0,1,1,1,1,1,220.118516,775.5613336,4,5,4,3,4,3,3,3,0,1,0,1,0,0,1,0
"108",4,42,28909.96,8.601959705,9,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,112.484375,927.1279646,4,4,3,3,3,4,4,5,0,1,0,0,1,0,0,1
"109",4,82,39231.99,12.06831191,10,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,194.976769,1923.549943,6,4,5,5,2,5,5,4,1,0,0,1,1,0,1,0
"110",8,61,28129.21,5.600227586,10,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,192.48852,1239.802036,3,3,4,3,3,4,3,2,0,1,1,0,1,0,1,0
"111",0,48,65229.24,9.089998883,10,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,142.482694,1865.48625,2,3,3,4,2,3,5,3,1,0,0,0,1,0,0,0
"112",6,30,50258.38,13.75498892,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,112.455141,639.3261343,2,2,2,3,4,3,3,2,0,1,0,0,0,0,1,0
"113",1,46,23629.05,15.68552752,10,1,2,1,1,0,1,1,0,0,0,0,0,1,0,1,159.947583,1599.727567,3,3,4,4,3,2,3,5,0,0,1,0,0,0,0,0
"114",4,30,52531.72,15.83394061,14,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,149.944668,1718.555203,5,4,3,3,4,4,4,3,1,0,0,0,0,0,0,0
"115",3,72,81388.6,8.273678516,7,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,190.173699,1167.271182,3,3,4,4,1,4,4,3,0,0,0,0,1,0,0,1
"116",0,66,78272.96,9.424686492,10,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,187.513939,1007.289786,3,3,3,4,4,3,4,3,0,1,0,0,1,0,0,1
"117",4,34,37773.19,12.69711858,12,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,104.964303,1404.773397,4,5,4,4,3,4,5,3,0,0,0,0,1,0,0,0
"118",1,73,37149.4,10.48123205,17,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,142.499263,1250.94478,7,6,5,5,2,6,4,4,0,1,0,1,1,0,0,1
"119",4,48,25299.48,10.16142541,13,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,160.00128,627.0001275,4,3,4,3,3,4,3,2,1,0,0,1,0,0,1,0
"120",2,52,23014.69,6.346778536,8,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,162.452604,1566.001524,4,4,4,4,3,4,3,5,0,1,0,1,1,0,1,0
"121",3,71,55840.35,6.444558317,15,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,255.155493,1420.771651,5,4,5,4,4,4,4,4,0,0,0,1,0,0,1,0
"122",1,88,35891.67,6.286550988,17,1,2,0,0,0,1,1,1,1,1,1,0,0,1,1,175.006206,1570.345219,4,3,4,5,2,3,2,4,0,0,0,0,1,0,0,0
"123",0,25,20801.9,9.886595026,13,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,112.455141,500.4406927,6,6,4,2,4,5,5,3,0,0,1,0,1,0,1,0
"124",0,40,6170.55,11.6443975,13,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,182.460772,1614.544362,4,4,4,4,4,3,3,3,0,1,0,0,0,0,1,0
"125",8,25,43586.8,6.697226378,16,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,152.479779,2192.693797,3,3,3,4,4,6,4,3,1,0,0,1,0,0,1,0
"126",3,63,6574.36,9.173811061,11,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,149.962093,1316.145864,3,3,4,5,4,3,4,4,0,1,0,0,1,0,1,0
"127",2,43,31920.88,14.02031408,10,2,1,0,1,1,1,1,1,0,1,1,0,1,1,0,207.49737,1400.834009,5,6,5,4,4,6,6,4,0,1,0,1,1,0,1,0
"128",2,48,119964.79,13.40034021,16,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,127.478341,1387.016004,3,4,5,2,4,3,3,3,0,0,0,0,0,0,0,0
"129",1,29,21897.41,13.1215267,10,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,182.467607,544.12326,2,3,4,5,2,5,5,3,0,0,0,0,0,0,1,0
"130",4,61,72129.01,10.4523599,15,1,2,0,1,0,0,1,0,1,1,1,1,1,0,1,267.642733,1803.917571,4,4,4,4,3,3,4,5,0,0,0,0,0,0,0,0
"131",6,84,31392.97,4.843029288,13,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,159.965008,1516.667438,4,4,5,3,3,3,5,4,0,1,0,0,0,0,1,0
"132",1,36,10466.23,7.565105658,10,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,112.484375,589.9932647,3,4,3,4,4,3,4,4,1,0,0,0,0,0,0,1
"133",0,34,48005.75,7.794425904,9,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,95.005709,1266.503765,2,3,2,3,3,4,1,4,0,0,0,1,0,0,0,1
"134",0,18,101000.3,11.26553266,10,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,149.944668,2023.519366,5,5,4,2,5,4,3,3,0,0,0,0,1,0,0,0
"135",3,20,69156.25,15.62909771,15,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,187.609354,1283.253595,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,0
"136",0,83,27113,11.06959212,11,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,129.976324,955.0876357,3,3,4,3,4,4,3,3,0,1,1,0,1,0,0,1
"137",5,33,31250.41,14.32006623,13,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,167.456419,538.1168657,2,2,4,5,3,4,1,1,0,0,0,0,1,0,1,0
"138",7,87,13533.47,12.67439697,16,2,1,1,1,0,1,1,0,1,1,1,1,1,1,1,287.642733,1115.476658,4,4,3,4,4,4,4,4,0,0,1,0,0,0,1,0
"139",3,34,47946.16,16.23914454,12,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,164.988941,961.5888385,6,5,4,2,4,5,4,2,1,0,0,0,0,0,1,0
"140",0,61,18684.74,11.70304454,14,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,129.977753,1197.080651,4,5,3,4,4,4,4,5,0,1,0,0,1,0,0,0
"141",4,79,75276.52,3.602721856,12,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,232.622804,1972.725118,5,5,4,5,3,3,4,5,1,0,0,1,1,0,1,0
"142",0,25,20789.86,2.760749024,16,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,252.637807,1874.789062,5,5,6,4,3,5,5,3,0,0,1,0,1,0,1,0
"143",0,19,34038.71,13.2491569,11,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,142.452604,1806.007164,4,5,4,4,4,6,3,3,1,0,0,0,1,0,0,0
"144",2,28,18966.81,9.905787776,16,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,194.969934,785.6266383,3,4,3,3,3,4,6,3,0,0,0,0,1,0,1,0
